1635555600.0,61915.37000000,62139.11000000,61812.14000000,62007.80000000,1035.32770000,1635559199999,64193064.64023880,37850,476.15831000,29523214.31803980,0
1635559200.0,62007.79000000,62045.95000000,61772.87000000,61872.96000000,1041.03956000,1635562799999,64471314.21884380,43342,459.67576000,28465747.69190380,0
1635562800.0,61872.95000000,61950.58000000,61604.98000000,61679.95000000,1271.63076000,1635566399999,78532436.79969450,43107,585.80847000,36177083.70861100,0
1635566400.0,61679.95000000,61914.14000000,61447.70000000,61482.01000000,807.44845000,1635569999999,49788336.97111410,37490,382.33424000,23578856.00887630,0
1635570000.0,61482.01000000,61682.82000000,61272.15000000,61550.83000000,1092.19264000,1635573599999,67224490.09113430,39282,510.27718000,31409254.82065350,0
1635573600.0,61550.82000000,61890.00000000,61411.00000000,61779.81000000,1094.62998000,1635577199999,67462159.55820650,32277,560.28299000,34528074.93788260,0
1635577200.0,61779.82000000,61785.12000000,61505.31000000,61597.19000000,810.35916000,1635580799999,49965084.70674460,42583,398.27364000,24556611.97286340,0
1635580800.0,61597.19000000,61700.00000000,61054.48000000,61332.90000000,1510.98711000,1635584399999,92737045.86033130,47785,630.53451000,38698042.57726010,0
1635584400.0,61332.90000000,61600.00000000,61220.00000000,61417.67000000,827.81103000,1635587999999,50846959.30078090,34079,430.32692000,26432631.33706210,0
1635588000.0,61417.67000000,61890.00000000,61244.15000000,61812.97000000,993.68629000,1635591599999,61200932.13937570,38054,530.77759000,32693656.48975140,0
1635591600.0,61814.97000000,61989.99000000,61520.00000000,61595.01000000,1127.33263000,1635595199999,69567699.35273420,44338,546.31500000,33713927.91230590,0
1635595200.0,61595.01000000,61700.00000000,61376.47000000,61633.96000000,1389.67060000,1635598799999,85509378.62827470,48907,708.32167000,43583138.39761830,0
1635598800.0,61633.95000000,62253.00000000,61305.00000000,61566.58000000,2658.58746000,1635602399999,164058321.56441230,88334,1362.91956000,84125093.36848730,0
1635602400.0,61566.57000000,61688.27000000,60673.00000000,61178.18000000,3052.51084000,1635605999999,186554097.98770070,99455,1431.02679000,87472916.17648700,0
1635606000.0,61178.19000000,61447.14000000,61151.58000000,61377.19000000,1426.23420000,1635609599999,87475417.98559510,63902,777.50719000,47687875.85945550,0
1635609600.0,61377.20000000,61529.55000000,61074.51000000,61256.42000000,1401.98410000,1635613199999,85949174.48380190,51869,807.48980000,49507913.08339540,0
1635613200.0,61256.43000000,61568.14000000,61111.00000000,61410.62000000,1053.94940000,1635616799999,64637420.21494940,46399,541.94179000,33239375.48179690,0
1635616800.0,61410.63000000,61580.70000000,61370.18000000,61560.91000000,969.20439000,1635620399999,59576377.88666730,44117,505.91666000,31097662.09617160,0
1635620400.0,61560.91000000,61793.00000000,61459.00000000,61730.85000000,901.32828000,1635623999999,55533414.11404840,36967,453.64797000,27952690.69477980,0
1635624000.0,61730.84000000,61960.00000000,61545.05000000,61642.11000000,1022.57940000,1635627599999,63172264.17457060,39389,492.83454000,30451468.31235030,0
1635627600.0,61642.10000000,61699.80000000,61426.04000000,61429.03000000,912.48687000,1635631199999,56201886.58463100,46364,418.72761000,25792625.16199370,0
1635631200.0,61429.02000000,61624.00000000,61175.01000000,61540.33000000,1810.10864000,1635634799999,111110451.41659930,73216,873.48081000,53614010.00907370,0
1635634800.0,61540.32000000,61900.00000000,61479.76000000,61859.19000000,1749.61796000,1635638399999,107923523.19753000,70327,975.28894000,60167088.27252210,0
1635638400.0,61859.19000000,62400.15000000,61859.18000000,62375.29000000,2649.54855000,1635641999999,164847309.27864920,101409,1354.82729000,84261545.24242790,0
1635642000.0,62375.28000000,62405.30000000,62114.18000000,62169.00000000,1695.15085000,1635645599999,105581469.25881150,80785,754.41303000,46983685.84898970,0
1635645600.0,62169.00000000,62290.00000000,61620.00000000,61741.01000000,1686.69741000,1635649199999,104636598.13250140,77919,825.46817000,51220333.82227480,0
1635649200.0,61741.00000000,61883.01000000,61581.96000000,61697.84000000,1204.90001000,1635652799999,74370859.94676250,66814,513.37937000,31691215.59407820,0
1635652800.0,61697.85000000,61746.28000000,61400.24000000,61404.85000000,1437.43341000,1635656399999,88517753.64068620,63524,596.93906000,36761254.32983600,0
1635656400.0,61404.84000000,61464.02000000,61150.15000000,61273.38000000,1542.59450000,1635659999999,94592512.05379330,56336,703.22097000,43121598.90200480,0
1635660000.0,61273.38000000,61365.93000000,61065.76000000,61298.26000000,1385.71769000,1635663599999,84850154.89741140,46211,649.31091000,39762045.80983040,0
1635663600.0,61296.21000000,61410.52000000,61172.97000000,61362.61000000,1192.55103000,1635667199999,73123856.19294240,66054,627.12257000,38453873.15140600,0
1635667200.0,61362.60000000,61369.36000000,60525.00000000,60792.62000000,2493.83365000,1635670799999,152020605.25963280,86757,1081.72276000,65941054.80130630,0
1635670800.0,60792.61000000,60838.83000000,60552.43000000,60666.39000000,1510.57233000,1635674399999,91663102.56599710,67179,776.11690000,47097867.88929860,0
1635674400.0,60666.39000000,61087.04000000,60350.00000000,60784.09000000,2347.81385000,1635677999999,142512394.10809320,94789,1177.13827000,71455234.95345360,0
1635678000.0,60784.10000000,60902.74000000,60279.63000000,60467.81000000,1917.94023000,1635681599999,116086912.86667250,66130,890.92900000,53939168.32004000,0
1635681600.0,60467.81000000,60800.22000000,60123.00000000,60283.88000000,2481.31958000,1635685199999,149844350.57125480,73253,1151.88896000,69584897.61122220,0
1635685200.0,60283.87000000,60611.42000000,59945.36000000,60363.20000000,2693.21759000,1635688799999,162395620.11850620,98113,1212.76835000,73159442.47084200,0
1635688800.0,60363.20000000,60750.00000000,60150.00000000,60435.23000000,2720.64439000,1635692399999,164436193.93423760,80905,1678.13377000,101441788.22819330,0
1635692400.0,60435.23000000,60709.58000000,60313.57000000,60460.23000000,1459.56323000,1635695999999,88366878.26344000,63369,764.02408000,46257265.07647540,0
1635696000.0,60460.23000000,60700.00000000,60200.00000000,60670.07000000,1378.87896000,1635699599999,83370381.08441140,57330,726.16122000,43908667.07606000,0
1635699600.0,60670.07000000,60906.79000000,60490.01000000,60614.43000000,1307.17380000,1635703199999,79350176.06638470,57099,718.93800000,43643541.58024240,0
